FrameIndex,JointIndex,PosX,PosY,PosZ,RotW,RotX,RotY,RotZ,ScaleX,ScaleY,ScaleZ
2,23,10.36878,1.09687,9.11068,0.86563,-0.15654,-0.1958,0.43341,0.99999,0.99999,1.00005
2,24,10.35264,1.10032,9.14041,0.80304,-0.18766,-0.25909,0.50278,1.00001,0.99999,1
3,25,10.33718,1.10238,9.15967,0.80304,-0.18766,-0.25909,0.50278,1,1,1
3,26,10.20123,1.10376,9.04856,-0.98444,0.0982,-0.1305,-0.06478,1,1,1
3,27,10.23082,1.10444,9.07939,-0.98444,0.0982,-0.1305,-0.06478,1,1,1
3,28,10.24864,1.11933,9.13491,-0.98895,0.02548,-0.14443,-0.02172,1.00005,1.00004,0.99999
3,29,10.2595,1.12149,9.17143,-0.9852,-0.09017,-0.14239,-0.03135,0.99996,0.99995,0.99995
3,30,10.2665,1.11736,9.19449,-0.98369,-0.13076,-0.1169,-0.03998,1.00005,1.00001,1
3,31,10.27157,1.11274,9.21595,-0.98369,-0.13076,-0.1169,-0.03998,1,1,1
3,32,10.1889,1.09939,9.08893,-0.95968,0.04092,-0.00969,-0.27792,1.00002,1.00001,0.99996
3,33,10.18871,1.10325,9.1347,-0.97963,0.06879,0.02972,-0.18628,0.99996,1.00004,1.00007
3,34,10.18612,1.10707,9.16526,-0.96352,-0.10869,0.02717,-0.24307,1.00002,1.00001,0.99994
3,35,10.18613,1.10252,9.18518,-0.96192,-0.11277,-0.02438,-0.24778,1.00002,0.99997,0.99997
3,36,10.18804,1.09917,9.20694,-0.96192,-0.11277,-0.02438,-0.24778,1,1,1
3,37,10.2144,1.10401,9.08142,-0.98444,0.0982,-0.1305,-0.06478,1,1,1
3,38,10.22679,1.12168,9.13965,-0.9932,0.02662,-0.08924,-0.06985,0.99996,1.00001,1.00001
3,39,10.23429,1.12451,9.18209,-0.98892,-0.09033,-0.09407,-0.0709,1.00003,1,1.00004
3,40,10.2398,1.11992,9.20887,-0.98451,-0.09838,-0.08991,-0.11395,0.99997,1.00001,0.99996
3,41,10.24428,1.11659,9.23339,-0.98451,-0.09838,-0.08991,-0.11395,1,1,1
3,42,10.21401,1.11272,9.0941,-0.98444,0.0982,-0.1305,-0.06478,1,1,1
3,43,10.19626,1.10369,9.08682,-0.98444,0.0982,-0.1305,-0.06478,1,1,1
3,44,10.20721,1.11435,9.13894,-0.99063,0.03973,-0.05373,-0.11909,0.99999,1.00004,1.00004
3,45,10.21101,1.11794,9.17783,-0.98093,-0.10458,-0.07352,-0.14641,1.00004,0.99993,0.99994
3,46,10.21569,1.11303,9.20369,-0.96979,-0.1558,-0.10981,-0.15221,0.99993,0.99997,1.00001
3,47,10.2214,1.10783,9.22698,-0.96979,-0.1558,-0.10981,-0.15221,1,1.00006,1
3,48,10.24144,1.09889,9.07568,-0.72605,0.2937,-0.35865,0.5079,1.00002,1.00003,0.99998
3,49,10.26824,1.10092,9.09433,-0.82878,0.12272,-0.2247,0.49757,0.99999,1,0.99996
3,50,10.28505,1.10023,9.12388,-0.77986,0.04904,-0.21926,0.58424,0.99999,0.99996,1
4,51,10.2957,1.09674,9.14597,-0.77986,0.04904,-0.21926,0.58424,1,1,1
4,0,10.43418,1.09487,9.06306,0.98328,-0.07761,-0.13004,-0.10109,1,1,1
4,1,10.40446,1.09557,9.09398,0.98328,-0.07761,-0.13004,-0.10109,1,1,1
4,2,10.38697,1.10927,9.14972,0.97811,-0.02518,-0.19877,-0.05627,1.00005,1.00004,0.99999
4,3,10.37224,1.112,9.18481,0.97764,0.02407,-0.19576,-0.07294,0.99996,0.99995,0.99995
4,4,10.36279,1.11155,9.20737,0.98118,0.02498,-0.16944,-0.08918,1.00005,1.00001,1
4,5,10.35566,1.11208,9.22873,0.98118,0.02498,-0.16944,-0.08918,1,1,1
4,6,10.44576,1.08771,9.10325,0.9506,-0.01602,-0.0058,-0.30995,1.00002,1.00001,0.99996
4,7,10.44571,1.08927,9.14915,0.97211,-0.07873,-0.02328,-0.21969,0.99996,1.00004,1.00007
4,8,10.44538,1.09432,9.17965,0.96211,0.0577,-0.01954,-0.26576,1.00002,1.00001,0.99994
4,9,10.44398,1.09226,9.19993,0.95885,0.06388,-0.07218,-0.26706,1.00002,0.99997,0.99997
4,10,10.44058,1.09158,9.22175,0.95885,0.06388,-0.07218,-0.26706,1,1,1
4,11,10.42084,1.09416,9.09608,0.98328,-0.07761,-0.13004,-0.10109,1,1,1
4,12,10.40888,1.10993,9.15474,0.98224,0.01441,-0.16193,-0.09367,0.99996,1.00001,1.00001
4,13,10.39502,1.11002,9.19565,0.98109,0.0412,-0.16005,-0.10072,1.00003,1,1.00004
4,14,10.38608,1.10867,9.22185,0.97714,0.0224,-0.15389,-0.14498,0.99997,1.00001,0.99996
4,15,10.37896,1.1097,9.24595,0.97714,0.0224,-0.15389,-0.14498,1,1,1
4,16,10.42153,1.1024,9.1089,0.98328,-0.07761,-0.13004,-0.10109,1,1,1
4,17,10.43872,1.09258,9.1013,0.98328,-0.07761,-0.13004,-0.10109,1,1,1
4,18,10.42794,1.10135,9.15381,0.9822,-0.02976,-0.10841,-0.15047,0.99999,1.00004,1.00004
4,19,10.41993,1.10492,9.19206,0.97662,0.02869,-0.11645,-0.17839,1.00004,0.99993,0.99994
4,20,10.41358,1.10453,9.21802,0.9709,0.04525,-0.14879,-0.18212,0.99993,1.00003,1.00001
4,21,10.40688,1.10512,9.24162,0.9709,0.04525,-0.14879,-0.18212,1,1,1
4,22,10.39363,1.09051,9.09023,0.77022,-0.30828,-0.30796,0.46571,1.00002,0.99997,0.99999
4,23,10.36871,1.09666,9.11052,0.86536,-0.15587,-0.19761,0.43337,0.99999,0.99999,1.00005
4,24,10.35249,1.10001,9.14022,0.80259,-0.18747,-0.26112,0.50251,1.00001,0.99999,1
5,25,10.33697,1.10201,9.15942,0.80259,-0.18747,-0.26112,0.50251,1,1,1
5,26,10.20134,1.10379,9.04882,-0.98442,0.09785,-0.13075,-0.06511,1,1,1
5,27,10.23094,1.10444,9.07964,-0.98442,0.09785,-0.13075,-0.06511,1,1,1
5,28,10.24879,1.11931,9.13515,-0.98903,0.02471,-0.14399,-0.02205,1.00005,1.00004,0.99999
5,29,10.25962,1.12142,9.17168,-0.98519,-0.0908,-0.14196,-0.03174,0.99996,0.99995,0.99995
5,30,10.2666,1.11727,9.19475,-0.98369,-0.131,-0.11646,-0.04043,1.00005,1.00001,1
5,31,10.27165,1.11264,9.21621,-0.98369,-0.131,-0.11646,-0.04043,1,1,1
5,32,10.18903,1.09939,9.08919,-0.95963,0.04049,-0.00987,-0.27817,1.00002,1.00001,0.99996
5,33,10.18887,1.10321,9.13496,-0.97968,0.06778,0.02847,-0.18661,0.99996,1.00004,1.00007
5,34,10.18636,1.10698,9.16554,-0.96355,-0.10865,0.02622,-0.24306,1.00002,1.00001,0.99994
5,35,10.18641,1.10244,9.18547,-0.96196,-0.11237,-0.02524,-0.24774,1.00002,0.99997,0.99997
5,36,10.18835,1.09911,9.20722,-0.96196,-0.11237,-0.02524,-0.24774,1,1,1
5,37,10.21452,1.10401,9.08168,-0.98442,0.09785,-0.13075,-0.06511,1,1,1
5,38,10.22694,1.12166,9.13991,-0.99314,0.0256,-0.0901,-0.07,0.99996,1.00001,1.00001
5,39,10.23452,1.1244,9.18234,-0.98883,-0.09038,-0.09486,-0.07104,1.00003,1,1.00004
5,40,10.24007,1.11982,9.20911,-0.98446,-0.09804,-0.09066,-0.11408,0.99997,1.00001,0.99996
5,41,10.24459,1.1165,9.23363,-0.98446,-0.09804,-0.09066,-0.11408,1,1,1
5,42,10.21414,1.11272,9.09436,-0.98442,0.09785,-0.13075,-0.06511,1,1,1
5,43,10.19639,1.10369,9.08708,-0.98442,0.09785,-0.13075,-0.06511,1,1,1
5,44,10.20736,1.11431,9.1392,-0.99063,0.03768,-0.05497,-0.11919,0.99999,1.00004,1.00004
5,45,10.21128,1.11775,9.1781,-0.98074,-0.10561,-0.07454,-0.14639,1.00004,0.99993,0.99994
5,46,10.21602,1.1128,9.20394,-0.96958,-0.15652,-0.11076,-0.15217,0.99993,0.99997,1.00001
5,47,10.22178,1.10757,9.22721,-0.96958,-0.15652,-0.11076,-0.15217,1,1.00006,1
5,48,10.24156,1.09888,9.07593,-0.72589,0.29308,-0.35905,0.50821,1.00002,1.00003,0.99998
5,49,10.26835,1.10087,9.09459,-0.8286,0.12148,-0.22457,0.49822,0.99999,1,0.99996
5,50,10.28512,1.1001,9.12416,-0.77957,0.04758,-0.21903,0.58484,0.99999,0.99996,1
6,51,10.29572,1.09655,9.14627,-0.77957,0.04758,-0.21903,0.58484,1,1,1
6,0,10.43415,1.09494,9.06308,0.98333,-0.07682,-0.13043,-0.10075,1,1,1
6,1,10.40441,1.09557,9.09397,0.98333,-0.07682,-0.13043,-0.10075,1,1,1
6,2,10.38686,1.10916,9.14971,0.97812,-0.02401,-0.19896,-0.0559,1.00005,1.00004,0.99999
6,3,10.37211,1.1118,9.18481,0.97761,0.02512,-0.1959,-0.07258,0.99996,0.99995,0.99995
6,4,10.36265,1.1113,9.20736,0.98117,0.02581,-0.16954,-0.08883,1.00005,1.00001,1
6,5,10.35551,1.1118,9.22872,0.98117,0.02581,-0.16954,-0.08883,1,1,1
6,6,10.44571,1.08772,9.10327,0.95076,-0.01521,-0.00601,-0.30951,1.00002,1.00001,0.99996
6,7,10.44561,1.08922,9.14917,0.97229,-0.07746,-0.02368,-0.21929,0.99996,1.00004,1.00007
6,8,10.44524,1.0942,9.17968,0.96221,0.05842,-0.01965,-0.26526,1.00002,1.00001,0.99994
6,9,10.44383,1.09211,9.19996,0.95894,0.0644,-0.07223,-0.2666,1.00002,0.99997,0.99997
6,10,10.44042,1.09141,9.22178,0.95894,0.0644,-0.07223,-0.2666,1,1,1
6,11,10.42078,1.09417,9.09608,0.98333,-0.07682,-0.13043,-0.10075,1,1,1
6,12,10.40876,1.10984,9.15475,0.98215,0.01575,-0.16261,-0.09319,0.99996,1.00001,1.00001
6,13,10.39483,1.10981,9.19564,0.981,0.04221,-0.16066,-0.10027,1.00003,1,1.00004
6,14,10.38586,1.10841,9.22183,0.9771,0.02314,-0.15443,-0.14455,0.99997,1.00001,0.99996
6,15,10.37871,1.1094,9.24592,0.9771,0.02314,-0.15443,-0.14455,1,1,1
6,16,10.42146,1.10239,9.10891,0.98333,-0.07682,-0.13043,-0.10075,1,1,1
6,17,10.43867,1.0926,9.10132,0.98333,-0.07682,-0.13043,-0.10075,1,1,1
6,18,10.42783,1.10128,9.15383,0.98226,-0.02827,-0.10893,-0.15,0.99999,1.00004,1.00004
6,19,10.41976,1.10474,9.19208,0.97663,0.02969,-0.11681,-0.17795,1.00004,0.99993,0.99994
6,20,10.41338,1.1043,9.21804,0.9709,0.04598,-0.14908,-0.18172,0.99993,1.00003,1.00001
6,21,10.40667,1.10485,9.24163,0.9709,0.04598,-0.14908,-0.18172,1,1,1
6,22,10.39358,1.09051,9.0902,0.77007,-0.30784,-0.30896,0.46559,1.00002,0.99997,0.99999
6,23,10.36864,1.09661,9.11047,0.86515,-0.15548,-0.19863,0.43345,0.99999,0.99999,1.00005
6,24,10.35237,1.0999,9.14015,0.80233,-0.18718,-0.26217,0.50248,1.00001,0.99999,1
7,25,10.33681,1.10186,9.15933,0.80233,-0.18718,-0.26217,0.50248,1,1,1
7,26,10.20141,1.10379,9.04891,-0.98441,0.09768,-0.13089,-0.06531,1,1,1
7,27,10.23101,1.10444,9.07973,-0.98441,0.09768,-0.13089,-0.06531,1,1,1
7,28,10.24888,1.1193,9.13523,-0.98906,0.02431,-0.1438,-0.02225,1.00005,1.00004,0.99999
7,29,10.2597,1.12138,9.17177,-0.98518,-0.09108,-0.14178,-0.03198,0.99996,0.99995,0.99995
7,30,10.26667,1.11721,9.19484,-0.98369,-0.13106,-0.11627,-0.0407,1.00005,1.00001,1
7,31,10.27172,1.11258,9.2163,-0.98369,-0.13106,-0.11627,-0.0407,1,1,1
7,32,10.18911,1.09937,9.08929,-0.95958,0.04027,-0.00997,-0.27835,1.00002,1.00001,0.99996
7,33,10.18896,1.10318,9.13506,-0.9797,0.06726,0.0278,-0.18682,0.99996,1.00004,1.00007
7,34,10.1865,1.10693,9.16565,-0.96356,-0.10863,0.0257,-0.24309,1.00002,1.00001,0.99994
7,35,10.18657,1.10239,9.18557,-0.96196,-0.11219,-0.02572,-0.24776,1.00002,0.99997,0.99997
7,36,10.18853,1.09908,9.20733,-0.96196,-0.11219,-0.02572,-0.24776,1,1,1
7,37,10.2146,1.10401,9.08178,-0.98441,0.09768,-0.13089,-0.06531,1,1,1
7,38,10.22704,1.12164,9.14,-0.9931,0.02512,-0.09056,-0.07013,0.99996,1.00001,1.00001
7,39,10.23465,1.12434,9.18243,-0.98879,-0.09033,-0.09529,-0.07116,1.00003,1,1.00004
7,40,10.24023,1.11976,9.20919,-0.98443,-0.09777,-0.09106,-0.1142,0.99997,1.00001,0.99996
7,41,10.24476,1.11647,9.23371,-0.98443,-0.09777,-0.09106,-0.1142,1,1,1
7,42,10.21422,1.11271,9.09445,-0.98441,0.09768,-0.13089,-0.06531,1,1,1
7,43,10.19647,1.10368,9.08718,-0.98441,0.09768,-0.13089,-0.06531,1,1,1
7,44,10.20746,1.11428,9.1393,-0.99061,0.03697,-0.05559,-0.1193,0.99999,1.00004,1.00004
7,45,10.21143,1.11768,9.17819,-0.98068,-0.10577,-0.07506,-0.14645,1.00004,0.99993,0.99994
7,46,10.2162,1.11272,9.20403,-0.96951,-0.15652,-0.11126,-0.15221,0.99993,0.99997,1.00001
7,47,10.22198,1.1075,9.22729,-0.96951,-0.15652,-0.11126,-0.15221,1,1.00006,1
7,48,10.24163,1.09888,9.07602,-0.72582,0.29279,-0.35925,0.50834,1.00002,1.00003,0.99998
7,49,10.26843,1.10083,9.09468,-0.82853,0.12088,-0.22452,0.49852,0.99999,1,0.99996
7,50,10.28518,1.10003,9.12426,-0.77943,0.04689,-0.21894,0.58511,0.99999,0.99996,1
8,51,10.29575,1.09645,9.14638,-0.77943,0.04689,-0.21894,0.58511,1,1,1
8,0,10.43413,1.095,9.0631,0.98338,-0.07596,-0.13083,-0.10036,1,1,1
8,1,10.40435,1.09556,9.09396,0.98338,-0.07596,-0.13083,-0.10036,1,1,1
8,2,10.38674,1.10905,9.14972,0.97814,-0.02274,-0.19914,-0.05547,1.00005,1.00004,0.99999
8,3,10.37197,1.11159,9.18481,0.97759,0.02631,-0.19601,-0.07215,0.99996,0.99995,0.99995
8,4,10.3625,1.11102,9.20735,0.98117,0.02679,-0.16962,-0.08841,1.00005,1.00001,1
8,5,10.35535,1.11148,9.22871,0.98117,0.02679,-0.16962,-0.08841,1,1,1
8,6,10.44565,1.08774,9.10329,0.95093,-0.01436,-0.00621,-0.30901,1.00002,1.00001,0.99996
8,7,10.44552,1.08917,9.1492,0.97249,-0.07606,-0.02408,-0.21884,0.99996,1.00004,1.00007
8,8,10.4451,1.09407,9.17972,0.96231,0.05923,-0.01975,-0.2647,1.00002,1.00001,0.99994
8,9,10.44368,1.09196,9.2,0.95904,0.06499,-0.07225,-0.26609,1.00002,0.99997,0.99997
8,10,10.44026,1.09122,9.22181,0.95904,0.06499,-0.07225,-0.26609,1,1,1
8,11,10.42073,1.09417,9.09609,0.98338,-0.07596,-0.13083,-0.10036,1,1,1
8,12,10.40863,1.10974,9.15478,0.98207,0.01722,-0.16329,-0.09263,0.99996,1.00001,1.00001
8,13,10.39464,1.10959,9.19564,0.9809,0.04337,-0.16128,-0.09974,1.00003,1,1.00004
8,14,10.38563,1.10812,9.22182,0.97706,0.02402,-0.15498,-0.14406,0.99997,1.00001,0.99996
8,15,10.37845,1.10907,9.2459,0.97706,0.02402,-0.15498,-0.14406,1,1,1
8,16,10.42138,1.10237,9.10894,0.98338,-0.07596,-0.13083,-0.10036,1,1,1
8,17,10.43861,1.09261,9.10135,0.98338,-0.07596,-0.13083,-0.10036,1,1,1
8,18,10.42772,1.1012,9.15386,0.98242,-0.02314,-0.10999,-0.14906,0.99999,1.00004,1.00004
8,19,10.41951,1.10427,9.1921,0.97656,0.03434,-0.11754,-0.17699,1.00004,0.99993,0.99994
8,20,10.41304,1.10359,9.21804,0.97073,0.05036,-0.14971,-0.18091,0.99993,1.00003,1.00001
8,21,10.40626,1.10393,9.24161,0.97073,0.05036,-0.14971,-0.18091,1,1,1
8,22,10.39353,1.0905,9.09018,0.7699,-0.30736,-0.31002,0.46548,1.00002,0.99997,0.99999
8,23,10.36856,1.09654,9.11042,0.86493,-0.15502,-0.1997,0.43357,0.99999,0.99999,1.00005
8,24,10.35224,1.09977,9.14008,0.80206,-0.18678,-0.26325,0.5025,1.00001,0.99999,1
9,25,10.33665,1.10169,9.15924,0.80206,-0.18678,-0.26325,0.5025,1,1,1
9,26,10.20148,1.10379,9.049,-0.98439,0.09751,-0.13103,-0.06553,1,1,1
9,27,10.23109,1.10443,9.07982,-0.98439,0.09751,-0.13103,-0.06553,1,1,1
9,28,10.24898,1.11929,9.13531,-0.98909,0.02387,-0.1436,-0.02246,1.00005,1.00004,0.99999
9,29,10.25978,1.12134,9.17186,-0.98517,-0.09137,-0.14158,-0.03224,0.99996,0.99995,0.99995
9,30,10.26674,1.11716,9.19492,-0.9837,-0.13111,-0.11608,-0.04098,1.00005,1.00001,1
9,31,10.27178,1.11253,9.21639,-0.9837,-0.13111,-0.11608,-0.04098,1,1,1
9,32,10.1892,1.09935,9.08938,-0.95954,0.04004,-0.01008,-0.27853,1.00002,1.00001,0.99996
9,33,10.18906,1.10314,9.13516,-0.97971,0.06672,0.02709,-0.18704,0.99996,1.00004,1.00007
9,34,10.18665,1.10687,9.16575,-0.96357,-0.1086,0.02514,-0.24312,1.00002,1.00001,0.99994
9,35,10.18674,1.10234,9.18568,-0.96196,-0.11199,-0.02624,-0.24778,1.00002,0.99997,0.99997
9,36,10.18872,1.09904,9.20743,-0.96196,-0.11199,-0.02624,-0.24778,1,1,1
9,37,10.21468,1.104,9.08187,-0.98439,0.09751,-0.13103,-0.06553,1,1,1
9,38,10.22713,1.12161,9.14009,-0.99306,0.02461,-0.09104,-0.07026,0.99996,1.00001,1.00001
9,39,10.23479,1.12428,9.18251,-0.98874,-0.09026,-0.09573,-0.07129,1.00003,1,1.00004
9,40,10.2404,1.11971,9.20927,-0.98441,-0.09749,-0.09148,-0.11432,0.99997,1.00001,0.99996
9,41,10.24494,1.11643,9.23379,-0.98441,-0.09749,-0.09148,-0.11432,1,1,1
9,42,10.2143,1.1127,9.09454,-0.98439,0.09751,-0.13103,-0.06553,1,1,1
9,43,10.19655,1.10366,9.08727,-0.98439,0.09751,-0.13103,-0.06553,1,1,1
9,44,10.20755,1.11425,9.13939,-0.99059,0.03623,-0.05624,-0.11942,0.99999,1.00004,1.00004
9,45,10.21159,1.11759,9.17828,-0.98061,-0.10595,-0.07561,-0.14651,1.00004,0.99993,0.99994
9,46,10.21638,1.11263,9.20411,-0.96944,-0.15654,-0.11179,-0.15225,0.99993,0.99997,1.00001
9,47,10.22219,1.10741,9.22737,-0.96944,-0.15654,-0.11179,-0.15225,1,1.00006,1
9,48,10.24171,1.09887,9.07611,-0.72574,0.29247,-0.35946,0.50848,1.00002,1.00003,0.99998
9,49,10.26851,1.1008,9.09477,-0.82844,0.12023,-0.22445,0.49885,0.99999,1,0.99996
9,50,10.28523,1.09996,9.12437,-0.77928,0.04617,-0.21885,0.5854,0.99999,0.99996,1
10,51,10.29578,1.09635,9.14649,-0.77928,0.04617,-0.21885,0.5854,1,1,1
10,0,10.43411,1.09512,9.06313,0.98345,-0.07484,-0.13121,-0.10004,1,1,1
