FrameIndex,ObjectType,ObjectName,PosX,PosY,PosZ,RotW,RotX,RotY,RotZ,ScaleX,ScaleY,ScaleZ
0,Joint,Joint_0,10.60205,1.02788,8.93863,0.9586,-0.23933,-0.07992,-0.132,1,1,1
0,Joint,Joint_1,10.57755,1.04133,8.96973,0.9586,-0.23933,-0.07992,-0.132,1,1,1
0,Joint,Joint_2,10.56942,1.072,9.01907,0.96271,-0.24183,-0.05643,-0.10731,1.00005,1.00004,0.99999
0,Joint,Joint_3,10.56731,1.0898,9.05174,0.97716,-0.15551,-0.06706,-0.12839,0.99996,0.99995,0.99995
0,Joint,Joint_4,10.56513,1.09747,9.07425,0.97501,-0.15908,-0.04295,-0.14899,1.00005,1.00001,1
0,Joint,Joint_5,10.56492,1.1054,9.09477,0.97501,-0.15908,-0.04295,-0.14899,1,1,1
0,Joint,Joint_6,10.61786,1.03122,8.97678,0.91623,-0.17905,0.0052,-0.35837,1.00002,1.00001,0.99996
0,Joint,Joint_7,10.62404,1.04577,9.01876,0.90799,-0.31573,0.0953,-0.25842,0.99996,1.00004,1.00007
0,Joint,Joint_8,10.63419,1.06159,9.04237,0.91555,-0.22564,0.09164,-0.32009,1.00002,1.00001,0.99994
0,Joint,Joint_9,10.64042,1.06866,9.05996,0.91687,-0.25018,0.04986,-0.30704,1.00002,0.99997,0.99997
0,Joint,Joint_10,10.64615,1.07885,9.0781,0.91687,-0.25018,0.04986,-0.30704,1,1,1
0,Joint,Joint_11,10.59344,1.03843,8.97052,0.9586,-0.23933,-0.07992,-0.132,1,1,1
0,Joint,Joint_12,10.59124,1.07122,9.02136,0.96362,-0.21778,-0.01265,-0.15444,0.99996,1.00001,1.00001
0,Joint,Joint_13,10.59305,1.08909,9.05953,0.96764,-0.18951,-0.01563,-0.16589,1.00003,1,1.00004
0,Joint,Joint_14,10.59394,1.09916,9.08464,0.94848,-0.24238,-0.01057,-0.20377,0.99997,1.00001,0.99996
0,Joint,Joint_15,10.59658,1.11132,9.10581,0.94848,-0.24238,-0.01057,-0.20377,1,1,1
0,Joint,Joint_16,10.59665,1.04955,8.97999,0.9586,-0.23933,-0.07992,-0.132,1,1,1
0,Joint,Joint_17,10.61128,1.03609,8.97422,0.9586,-0.23933,-0.07992,-0.132,1,1,1
0,Joint,Joint_18,10.60868,1.06056,9.0212,0.94262,-0.26596,0.01113,-0.2015,0.99999,1.00004,1.00004
0,Joint,Joint_19,10.61359,1.0796,9.05408,0.94294,-0.23644,-0.00242,-0.23444,1.00004,0.99993,0.99994
0,Joint,Joint_20,10.61636,1.09127,9.07727,0.94146,-0.24278,-0.03126,-0.23181,0.99993,1.00003,1.00001
0,Joint,Joint_21,10.61858,1.10366,9.09765,0.94146,-0.24278,-0.03126,-0.23181,1,1,1
0,Joint,Joint_22,10.5661,1.03712,8.96864,0.7407,-0.38287,-0.22353,0.50478,1.00002,0.99997,0.99999
0,Joint,Joint_23,10.54318,1.04803,8.98803,0.85548,-0.21689,-0.10067,0.45933,0.99999,0.99999,1.00005
0,Joint,Joint_24,10.53084,1.05728,9.01744,0.79648,-0.22991,-0.15538,0.53724,1.00001,0.99999,1
0,Joint,Joint_25,10.51835,1.06303,9.03734,0.79648,-0.22991,-0.15538,0.53724,1,1,1
0,Joint,Joint_26,10.42373,1.02998,8.9356,-0.96687,0.24113,-0.07253,-0.04188,1,1,1
0,Joint,Joint_27,10.44816,1.03934,8.96839,-0.96687,0.24113,-0.07253,-0.04188,1,1,1
0,Joint,Joint_28,10.4587,1.06927,9.01755,-0.97041,0.23134,-0.06808,-0.01199,1.00005,1.00004,0.99999
0,Joint,Joint_29,10.46342,1.08606,9.05048,-0.99093,0.10995,-0.0712,-0.03006,0.99996,0.99995,0.99995
0,Joint,Joint_30,10.46663,1.09137,9.07354,-0.989,0.13107,-0.04607,-0.05079,1.00005,1.00001,1
0,Joint,Joint_31,10.46794,1.09811,9.09444,-0.989,0.13107,-0.04607,-0.05079,1,1,1
0,Joint,Joint_32,10.40654,1.03661,8.97271,-0.9419,0.19483,0.01479,-0.27323,1.00002,1.00001,0.99996
0,Joint,Joint_33,10.40052,1.05271,9.01414,-0.93888,0.29677,0.01995,-0.17329,0.99996,1.00004,1.00007
0,Joint,Joint_34,10.39628,1.06932,9.03898,-0.94495,0.23316,0.03395,-0.22705,1.00002,1.00001,0.99994
0,Joint,Joint_35,10.39289,1.07781,9.05673,-0.94355,0.25232,-0.0104,-0.21434,1.00002,0.99997,0.99997
0,Joint,Joint_36,10.39071,1.08919,9.07492,-0.94355,0.25232,-0.0104,-0.21434,1,1,1
0,Joint,Joint_37,10.43197,1.03936,8.96816,-0.96687,0.24113,-0.07253,-0.04188,1,1,1
0,Joint,Joint_38,10.43697,1.07225,9.01853,-0.98081,0.1733,-0.07709,-0.04512,0.99996,1.00001,1.00001
0,Joint,Joint_39,10.44269,1.08688,9.05768,-0.98859,0.11769,-0.07781,-0.05279,1.00003,1,1.00004
0,Joint,Joint_40,10.44652,1.0934,9.08367,-0.97828,0.16762,-0.07642,-0.09505,0.99997,1.00001,0.99996
0,Joint,Joint_41,10.44887,1.10279,9.10624,-0.97828,0.16762,-0.07642,-0.09505,1,1,1
0,Joint,Joint_42,10.43035,1.05112,8.97707,-0.96687,0.24113,-0.07253,-0.04188,1,1,1
0,Joint,Joint_43,10.41399,1.04024,8.97052,-0.96687,0.24113,-0.07253,-0.04188,1,1,1
0,Joint,Joint_44,10.41802,1.06471,9.0174,-0.97342,0.19699,-0.06771,-0.09517,0.99999,1.00004,1.00004
0,Joint,Joint_45,10.42163,1.0799,9.05239,-0.97877,0.14185,-0.07839,-0.12544,1.00004,0.99993,0.99994
0,Joint,Joint_46,10.42471,1.08766,9.07712,-0.97543,0.14536,-0.10766,-0.12579,0.99993,0.99997,1.00001
0,Joint,Joint_47,10.42818,1.0965,9.09912,-0.97543,0.14536,-0.10766,-0.12579,1,1.00006,1
0,Joint,Joint_48,10.4586,1.03297,8.96839,-0.69879,0.34409,-0.21609,0.58873,1.00002,1.00003,0.99998
0,Joint,Joint_49,10.48119,1.04021,8.98979,-0.82226,0.13142,-0.0315,0.55284,0.99999,1,0.99996
0,Joint,Joint_50,10.48773,1.04623,9.02178,-0.76486,0.12665,-0.09133,0.62499,0.99999,0.99996,1
0,Joint,Joint_51,10.49574,1.04898,9.04444,-0.76486,0.12665,-0.09133,0.62499,1,1,1
0,Object,TeaCup,10.50339,1.05452,9.3651,0.99954,0,0.03041,0,0.04,0.04,0.04
0,Object,Pills,10.0399,1.0604,9.2569,0.85059,0,0.52583,0,1,1,1
0,Object,Tennis,10.3093,1.09538,9.2062,1,0,0,0,1,1,1
0,Object,Glass,10.2979,1.06095,9.3157,1,0,0,0,1,1,1
1,Joint,Joint_0,10.60209,1.02788,8.93861,0.95858,-0.23928,-0.07998,-0.13218,1,1,1
1,Joint,Joint_1,10.57759,1.04133,8.96971,0.95858,-0.23928,-0.07998,-0.13218,1,1,1
1,Joint,Joint_2,10.56947,1.07201,9.01906,0.96267,-0.24193,-0.05645,-0.1075,1.00005,1.00004,0.99999
1,Joint,Joint_3,10.56736,1.08982,9.05172,0.97709,-0.15577,-0.06708,-0.12859,0.99996,0.99995,0.99995
1,Joint,Joint_4,10.56518,1.0975,9.07423,0.97492,-0.15943,-0.04295,-0.1492,1.00005,1.00001,1
1,Joint,Joint_5,10.56497,1.10544,9.09474,0.97492,-0.15943,-0.04295,-0.1492,1,1,1
1,Joint,Joint_6,10.6179,1.03121,8.97677,0.91619,-0.17898,0.00515,-0.35853,1.00002,1.00001,0.99996
1,Joint,Joint_7,10.62407,1.04576,9.01875,0.90787,-0.31589,0.0956,-0.25854,0.99996,1.00004,1.00007
1,Joint,Joint_8,10.63424,1.06158,9.04236,0.91543,-0.2258,0.0919,-0.32023,1.00002,1.00001,0.99994
