FrameIndex,ObjectType,ObjectName,PosX,PosY,PosZ,RotW,RotX,RotY,RotZ,ScaleX,ScaleY,ScaleZ
159,Joint,Joint_38,10.44226,1.10739,9.01485,-0.9876,-0.008,-0.14447,-0.06091,0.99996,1.00001,1.00001
159,Joint,Joint_39,10.45426,1.10747,9.055,-0.97548,-0.15366,-0.14905,-0.0511,1.00003,1,1.00004
159,Joint,Joint_40,10.4625,1.09982,9.07943,-0.9731,-0.15591,-0.14134,-0.09372,0.99997,1.00001,0.99996
159,Joint,Joint_41,10.46948,1.09403,9.10209,-0.9731,-0.15591,-0.14134,-0.09372,1,1,1
159,Joint,Joint_42,10.42682,1.08977,8.97443,-0.96231,0.19461,-0.17506,-0.07372,1,1,1
159,Joint,Joint_43,10.40951,1.0793,8.97071,-0.96231,0.19461,-0.17506,-0.07372,1,1,1
159,Joint,Joint_44,10.4236,1.09974,9.0172,-0.98532,0.03262,-0.11547,-0.12148,0.99999,1.00004,1.00004
159,Joint,Joint_45,10.43196,1.10326,9.05417,-0.9717,-0.13425,-0.13759,-0.13726,1.00004,0.99993,0.99994
159,Joint,Joint_46,10.43985,1.09747,9.0782,-0.95731,-0.18452,-0.1726,-0.14039,0.99993,0.99997,1.00001
159,Joint,Joint_47,10.44838,1.09154,9.09962,-0.95731,-0.18452,-0.1726,-0.14039,1,1.00006,1
159,Joint,Joint_48,10.45076,1.06995,8.96243,-0.663,0.30269,-0.28196,0.62394,1.00002,1.00003,0.99998
159,Joint,Joint_49,10.47462,1.07152,8.98331,-0.78105,0.10735,-0.08905,0.60869,0.99999,1,0.99996
159,Joint,Joint_50,10.48352,1.07348,9.01502,-0.73155,0.00027,-0.05598,0.67949,0.99999,0.99996,1
159,Joint,Joint_51,10.48644,1.07239,9.03885,-0.73155,0.00027,-0.05598,0.67949,1,1,1
159,Object,TeaCup,10.5064,1.05451,9.3572,1,0,0,0,0.04,0.04,0.04
159,Object,Pills,10.0399,1.0604,9.2569,0.85059,0,0.52583,0,1,1,1
160,Joint,Joint_0,10.63597,1.13874,9.14235,0.90856,-0.11648,0.08845,-0.39131,1,1,1
160,Joint,Joint_1,10.62583,1.1465,9.18288,0.90856,-0.11648,0.08845,-0.39131,1,1,1
160,Joint,Joint_2,10.63906,1.16416,9.23567,0.91163,0.11102,0.07851,-0.38786,1.00005,1.00004,0.99999
160,Joint,Joint_3,10.64117,1.15441,9.27133,0.87666,0.2355,0.03016,-0.41844,0.99996,0.99995,0.99995
160,Joint,Joint_4,10.63775,1.14401,9.29238,0.85383,0.29447,0.03239,-0.42803,1.00005,1.00001,1
160,Joint,Joint_5,10.63438,1.13268,9.31077,0.85383,0.29447,0.03239,-0.42803,1,1,1
160,Joint,Joint_6,10.65323,1.12092,9.17522,0.78823,-0.05952,0.18185,-0.58487,1.00002,1.00001,0.99996
160,Joint,Joint_7,10.66911,1.11563,9.21652,0.83612,0.02624,0.15203,-0.5264,0.99996,1.00004,1.00007
160,Joint,Joint_8,10.67591,1.10951,9.24509,0.778,0.20155,0.07354,-0.5905,1.00002,1.00001,0.99994
160,Joint,Joint_9,10.67345,1.10157,9.26309,0.76674,0.22176,-0.00278,-0.60242,1.00002,0.99997,0.99997
160,Joint,Joint_10,10.66867,1.09479,9.28286,0.76674,0.22176,-0.00278,-0.60242,1,1,1
160,Joint,Joint_11,10.63864,1.13714,9.17869,0.90856,-0.11648,0.08845,-0.39131,1,1,1
160,Joint,Joint_12,10.65664,1.15162,9.23255,0.89183,0.07832,0.11572,-0.43025,0.99996,1.00001,1.00001
160,Joint,Joint_13,10.66247,1.1416,9.27283,0.84615,0.275,0.01912,-0.45612,1.00003,1,1.00004
160,Joint,Joint_14,10.65659,1.12861,9.29564,0.81092,0.30901,0.01166,-0.49677,0.99997,1.00001,0.99996
160,Joint,Joint_15,10.65062,1.11622,9.31579,0.81092,0.30901,0.01166,-0.49677,1,1,1
160,Joint,Joint_16,10.64631,1.14518,9.18745,0.90856,-0.11648,0.08845,-0.39131,1,1,1
160,Joint,Joint_17,10.6504,1.12896,9.17548,0.90856,-0.11648,0.08845,-0.39131,1,1,1
160,Joint,Joint_18,10.66495,1.13435,9.22584,0.87135,0.0423,0.14611,-0.4665,0.99999,1.00004,1.00004
160,Joint,Joint_19,10.67314,1.12636,9.26216,0.822,0.22819,0.03567,-0.52055,1.00004,0.99993,0.99994
160,Joint,Joint_20,10.6685,1.11566,9.28533,0.7957,0.28167,-0.03124,-0.5353,0.99993,1.00003,1.00001
160,Joint,Joint_21,10.66157,1.10601,9.30596,0.7957,0.28167,-0.03124,-0.5353,1,1,1
160,Joint,Joint_22,10.61445,1.14409,9.18608,0.88734,-0.05805,-0.14716,0.43314,1.00002,0.99997,0.99999
160,Joint,Joint_23,10.60457,1.14332,9.21623,0.91838,0.1203,-0.01136,0.37681,0.99999,0.99999,1.00005
160,Joint,Joint_24,10.60687,1.13575,9.24826,0.88799,0.04028,-0.12748,0.44001,1.00001,0.99999,1
160,Joint,Joint_25,10.60187,1.13245,9.27154,0.88799,0.04028,-0.12748,0.44001,1,1,1
160,Joint,Joint_26,10.4114,1.07227,8.93401,-0.96235,0.19443,-0.17499,-0.07384,1,1,1
160,Joint,Joint_27,10.44142,1.07771,8.96322,-0.96235,0.19443,-0.17499,-0.07384,1,1,1
160,Joint,Joint_28,10.46311,1.10495,9.009,-0.98575,0.01935,-0.16676,-0.01073,1.00005,1.00004,0.99999
160,Joint,Joint_29,10.47526,1.10649,9.04394,-0.97716,-0.135,-0.16375,-0.01129,0.99996,0.99995,0.99995
160,Joint,Joint_30,10.48293,1.10032,9.06553,-0.97639,-0.16612,-0.13674,-0.0193,1.00005,1.00001,1
160,Joint,Joint_31,10.48863,1.09427,9.08574,-0.97639,-0.16612,-0.13674,-0.0193,1,1,1
160,Joint,Joint_32,10.40274,1.07552,8.97414,-0.94443,0.12401,-0.07594,-0.29481,1.00002,1.00001,0.99996
160,Joint,Joint_33,10.40588,1.08795,9.01682,-0.97337,0.08184,-0.02777,-0.21232,0.99996,1.00004,1.00007
160,Joint,Joint_34,10.40646,1.09308,9.04637,-0.9552,-0.13636,-0.04471,-0.25885,1.00002,1.00001,0.99994
160,Joint,Joint_35,10.40955,1.08838,9.06538,-0.95076,-0.13214,-0.09407,-0.26409,1.00002,0.99997,0.99997
160,Joint,Joint_36,10.41451,1.08517,9.08599,-0.95076,-0.13214,-0.09407,-0.26409,1,1,1
160,Joint,Joint_37,10.42547,1.07837,8.96616,-0.96235,0.19443,-0.17499,-0.07384,1,1,1
160,Joint,Joint_38,10.44225,1.10749,9.01487,-0.9876,-0.00821,-0.14443,-0.06103,0.99996,1.00001,1.00001
160,Joint,Joint_39,10.45425,1.10755,9.05502,-0.97546,-0.15374,-0.14902,-0.05124,1.00003,1,1.00004
160,Joint,Joint_40,10.46249,1.09989,9.07945,-0.97309,-0.15597,-0.1413,-0.09386,0.99997,1.00001,0.99996
160,Joint,Joint_41,10.46947,1.09411,9.10211,-0.97309,-0.15597,-0.1413,-0.09386,1,1,1
160,Joint,Joint_42,10.42682,1.08988,8.97444,-0.96235,0.19443,-0.17499,-0.07384,1,1,1
160,Joint,Joint_43,10.40951,1.07941,8.97072,-0.96235,0.19443,-0.17499,-0.07384,1,1,1
160,Joint,Joint_44,10.42359,1.09983,9.01721,-0.98532,0.0324,-0.11539,-0.1216,0.99999,1.00004,1.00004
160,Joint,Joint_45,10.43195,1.10333,9.05419,-0.9717,-0.13423,-0.13749,-0.13742,1.00004,0.99993,0.99994
160,Joint,Joint_46,10.43984,1.09754,9.07822,-0.95732,-0.18446,-0.1725,-0.14056,0.99993,0.99997,1.00001
160,Joint,Joint_47,10.44837,1.09162,9.09964,-0.95732,-0.18446,-0.1725,-0.14056,1,1.00006,1
160,Joint,Joint_48,10.45077,1.07007,8.96244,-0.66309,0.30249,-0.2822,0.62384,1.00002,1.00003,0.99998
160,Joint,Joint_49,10.47462,1.07163,8.98331,-0.7811,0.10681,-0.08904,0.60872,0.99999,1,0.99996
160,Joint,Joint_50,10.4835,1.07356,9.01503,-0.73153,-0.00014,-0.05615,0.67949,0.99999,0.99996,1
160,Joint,Joint_51,10.48642,1.07245,9.03886,-0.73153,-0.00014,-0.05615,0.67949,1,1,1
160,Object,TeaCup,10.5064,1.05451,9.3572,1,0,0,0,0.04,0.04,0.04
160,Object,Pills,10.0399,1.0604,9.2569,0.85059,0,0.52583,0,1,1,1
161,Joint,Joint_0,10.63458,1.13931,9.14331,0.90665,-0.11541,0.09451,-0.39463,1,1,1
161,Joint,Joint_1,10.6249,1.14692,9.18398,0.90665,-0.11541,0.09451,-0.39463,1,1,1
161,Joint,Joint_2,10.6388,1.16416,9.23674,0.90867,0.11319,0.08497,-0.39278,1.00005,1.00004,0.99999
161,Joint,Joint_3,10.64123,1.15407,9.27229,0.87334,0.23685,0.03603,-0.42412,0.99996,0.99995,0.99995
161,Joint,Joint_4,10.63795,1.14353,9.29329,0.8503,0.29539,0.03802,-0.43393,1.00005,1.00001,1
161,Joint,Joint_5,10.63471,1.13208,9.31163,0.8503,0.29539,0.03802,-0.43393,1,1,1
161,Joint,Joint_6,10.65199,1.12115,9.17591,0.78482,-0.0593,0.18761,-0.58765,1.00002,1.00001,0.99996
161,Joint,Joint_7,10.66822,1.11547,9.21703,0.83288,0.02709,0.15715,-0.52999,0.99996,1.00004,1.00007
161,Joint,Joint_8,10.67521,1.10912,9.24549,0.77434,0.20139,0.07791,-0.59479,1.00002,1.00001,0.99994
