FrameIndex,JointIndex,PosX,PosY,PosZ,RotW,RotX,RotY,RotZ,ScaleX,ScaleY,ScaleZ
4,5,10.53835,1.0925,9.11816,0.98355,-0.04878,-0.14337,-0.09846,1,1,1
4,6,10.62481,1.06265,8.99644,0.95495,-0.00435,-0.02643,-0.29555,1.00002,1.00001,0.99996
4,7,10.62264,1.06373,9.04149,0.96458,-0.17134,0.00398,-0.20053,0.99996,1.00004,1.00007
4,8,10.62496,1.07372,9.07007,0.96698,-0.01427,-0.00097,-0.25447,1.00002,1.00001,0.99994
4,9,10.62507,1.07428,9.09014,0.96606,-0.01036,-0.05279,-0.25264,1.00002,0.99997,0.99997
4,10,10.62335,1.07646,9.11166,0.96606,-0.01036,-0.05279,-0.25264,1,1,1
4,11,10.60058,1.06819,8.98851,0.98183,-0.06865,-0.1533,-0.08826,1,1,1
4,12,10.58564,1.08285,9.04548,0.9865,-0.03895,-0.12816,-0.09426,0.99996,1.00001,1.00001
4,13,10.57523,1.08713,9.08638,0.98616,-0.03005,-0.12504,-0.10464,1.00003,1,1.00004
4,14,10.56868,1.08946,9.11271,0.97797,-0.08902,-0.11566,-0.14922,0.99997,1.00001,0.99996
4,15,10.56439,1.09558,9.13625,0.97797,-0.08902,-0.11566,-0.14922,1,1,1
4,16,10.60034,1.07629,9.00101,0.98183,-0.06865,-0.1533,-0.08826,1,1,1
4,17,10.61784,1.06725,8.99426,0.98183,-0.06865,-0.1533,-0.08826,1,1,1
4,18,10.60464,1.075,9.04536,0.97905,-0.11635,-0.07752,-0.14804,0.99999,1.00004,1.00004
4,19,10.60012,1.08467,9.08239,0.97846,-0.05651,-0.08896,-0.1775,1.00004,0.99993,0.99994
4,20,10.59608,1.0884,9.10807,0.97469,-0.05935,-0.11822,-0.18023,0.99993,1.00003,1.00001
4,21,10.59186,1.0936,9.13122,0.97469,-0.05935,-0.11822,-0.18023,1,1,1
4,22,10.57431,1.06348,8.98171,0.75529,-0.30517,-0.32719,0.47892,1.00002,0.99997,0.99999
4,23,10.54904,1.06822,9.00098,0.84779,-0.18202,-0.22942,0.44215,0.99999,0.99999,1.00005
4,24,10.53067,1.07175,9.02865,0.7703,-0.24614,-0.30896,0.5006,1.00001,0.99999,1
5,25,10.51269,1.07445,9.04482,0.7703,-0.24614,-0.30896,0.5006,1,1,1
5,0,10.61496,1.06972,8.95655,0.98176,-0.06926,-0.15329,-0.08858,1,1,1
